db_id,question,gold_sql,qwen_predicted_sql
concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts WHERE stadium_id = (SELECT id FROM stadiums ORDER BY capacity DESC LIMIT 1);
concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts JOIN stadiums ON concerts.stadium_id = stadiums.stadium_id WHERE stadiums.capacity = (SELECT MAX(capacity) FROM stadiums);
pets_1,Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;
pets_1,How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;
pets_1,Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs ORDER BY age ASC LIMIT 1;
pets_1,How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs WHERE age = (SELECT MIN(age) FROM dogs) LIMIT 1;
pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT type, MAX(weight) FROM pets GROUP BY type;"
pets_1,List the maximum weight and type for each type of pet.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT type, MAX(weight) FROM pets GROUP BY type;"
pets_1,Find number of pets owned by students who are older than 20.,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT COUNT(*) FROM students JOIN pets ON students.id = pets.student_id WHERE students.age > 20;
pets_1,How many pets are owned by students that have an age greater than 20?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT COUNT(*) FROM Pets INNER JOIN Students ON Pets.owner_id = Students.student_id WHERE Students.age > 20;
pets_1,Find the number of dog pets that are raised by female students (with sex F).,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT COUNT(*) FROM Students JOIN Pets ON Students.student_id = Pets.student_id WHERE Students.sex = 'F' AND Pets.type = 'dog';
pets_1,How many dog pets are raised by female students?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT COUNT(*) FROM Students JOIN Pets ON Students.id = Pets.owner_id WHERE Students.gender = 'female' AND Pets.type = 'dog';
pets_1,Find the number of distinct type of pets.,SELECT count(DISTINCT pettype) FROM pets,SELECT COUNT(DISTINCT type) FROM pets;
pets_1,How many different types of pet are there?,SELECT count(DISTINCT pettype) FROM pets,SELECT COUNT(DISTINCT type) FROM pets;
pets_1,Find the first name of students who have cat or dog pet.,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',"SELECT first_name FROM students WHERE pet IN ('cat', 'dog');"
pets_1,What are the first names of every student who has a cat or dog as a pet?,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',"SELECT FirstName FROM Students WHERE StudentID IN (SELECT StudentID FROM Pets WHERE PetType IN ('cat', 'dog'))"
pets_1,Find the first name of students who have both cat and dog pets .,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',SELECT FirstName FROM Students s WHERE EXISTS (SELECT 1 FROM Pets p1 WHERE p1.StudentID = s.StudentID AND p1.PetType = 'cat') AND EXISTS (SELECT 1 FROM Pets p2 WHERE p2.StudentID = s.StudentID AND p2.PetType = 'dog')
pets_1,What are the students' first names who have both cats and dogs as pets?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT FirstName FROM Students WHERE StudentID IN (SELECT StudentID FROM StudentPets WHERE PetType = 'Cat' INTERSECT SELECT StudentID FROM StudentPets WHERE PetType = 'Dog')
pets_1,Find the major and age of students who do not have a cat pet.,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT major, age FROM Students WHERE pet NOT IN ('cat') OR pet IS NULL;"
pets_1,"What major is every student who does not own a cat as a pet, and also how old are they?","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT major, age FROM students WHERE student_id NOT IN (SELECT student_id FROM pets WHERE pet_type = 'cat');"
pets_1,Find the id of students who do not have a cat pet.,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT id FROM students WHERE id NOT IN (SELECT student_id FROM pets WHERE type = 'cat')
pets_1,What are the ids of the students who do not own cats as pets?,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT StudentID FROM Students WHERE StudentID NOT IN (SELECT StudentID FROM Pets WHERE PetType = 'Cat')
pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet.,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT first_name, age FROM Students WHERE student_id IN (SELECT student_id FROM Pets WHERE pet_type = 'dog') AND student_id NOT IN (SELECT student_id FROM Pets WHERE pet_type = 'cat');"
pets_1,What is the first name of every student who has a dog but does not have a cat?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT first_name FROM students WHERE has_dog = 1 AND has_cat = 0;
pets_1,Find the type and weight of the youngest pet.,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT type, weight FROM pets ORDER BY age ASC LIMIT 1;"
pets_1,"What type of pet is the youngest animal, and how much does it weigh?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT type, weight FROM animals ORDER BY age ASC LIMIT 1;"
pets_1,Find the id and weight of all pets whose age is older than 1.,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT id, weight FROM pets WHERE age > 1;"
pets_1,What is the id and weight of every pet who is older than 1?,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT id, weight FROM pets WHERE age > 1;"
pets_1,Find the average and maximum age for each type of pet.,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT type, AVG(age), MAX(age) FROM pets GROUP BY type;"
pets_1,What is the average and maximum age for each pet type?,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT type, AVG(age), MAX(age) FROM pets GROUP BY type;"
pets_1,Find the average weight for each pet type.,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT type, AVG(weight) FROM pets GROUP BY type;"
pets_1,What is the average weight for each type of pet?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT type, AVG(weight) FROM pets GROUP BY type;"
pets_1,Find the first name and age of students who have a pet.,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT first_name, age FROM students WHERE id IN (SELECT DISTINCT student_id FROM pets);"
pets_1,What are the different first names and ages of the students who do have pets?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT first_name, age FROM students WHERE has_pet = 1;"
pets_1,Find the id of the pet owned by student whose last name is ‘Smith’.,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT pet.id FROM pet INNER JOIN student ON pet.owner_id = student.id WHERE student.last_name = 'Smith';
pets_1,What is the id of the pet owned by the student whose last name is 'Smith'?,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT pets.id FROM pets JOIN students ON pets.owner_id = students.id WHERE students.last_name = 'Smith';
pets_1,Find the number of pets for each student who has any pet and student id.,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT student_id, COUNT(*) AS num_pets FROM pets GROUP BY student_id;"
pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT StudentID, COUNT(*) FROM Pets GROUP BY StudentID HAVING COUNT(*) > 0;"
pets_1,Find the first name and gender of student who have more than one pet.,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT first_name, gender FROM students WHERE student_id IN (SELECT student_id FROM pets GROUP BY student_id HAVING COUNT(*) > 1);"
pets_1,What is the first name and gender of the all the students who have more than one pet?,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT s.FirstName, s.Gender FROM Students s JOIN (SELECT StudentID FROM Pets GROUP BY StudentID HAVING COUNT(*) > 1) p ON s.StudentID = p.StudentID;"
pets_1,Find the last name of the student who has a cat that is age 3.,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT last_name FROM Students JOIN Pets ON Students.student_id = Pets.student_id WHERE Pets.pet_type = 'cat' AND Pets.age = 3;
pets_1,What is the last name of the student who has a cat that is 3 years old?,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT students.last_name FROM students INNER JOIN pets ON students.student_id = pets.student_id WHERE pets.species = 'cat' AND pets.age = 3;
pets_1,Find the average age of students who do not have any pet .,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT AVG(age) FROM Students WHERE student_id NOT IN (SELECT student_id FROM Pets);
pets_1,What is the average age for all students who do not own any pets ?,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT AVG(age) FROM Students WHERE student_id NOT IN (SELECT student_id FROM Pets)
car_1,How many continents are there?,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) FROM continents;
car_1,What is the number of continents?,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) FROM continents;
car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT continent_id, continent_name, COUNT(*) FROM continent JOIN country ON continent.continent_id = country.continent_id GROUP BY continent_id, continent_name;"
car_1,"For each continent, list its id, name, and how many countries it has?","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT continents.id, continents.name, COUNT(countries.id) FROM continents JOIN countries ON continents.id = countries.continent_id GROUP BY continents.id, continents.name;"
car_1,How many countries are listed?,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries;
car_1,How many countries exist?,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries;
car_1,"How many models does each car maker produce? List maker full name, id and the number.","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT maker.id, maker.full_name, COUNT(model.id) AS num_models FROM maker JOIN model ON maker.id = model.maker_id GROUP BY maker.id, maker.full_name;"
car_1,"What is the full name of each car maker, along with its id and how many models it produces?","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT makers.id, makers.full_name, COUNT(models.id) AS model_count FROM makers LEFT JOIN models ON makers.id = models.maker_id GROUP BY makers.id, makers.full_name;"
car_1,Which model of the car has the minimum horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM cars ORDER BY horsepower ASC LIMIT 1;
car_1,What is the model of the car with the smallest amount of horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM cars ORDER BY horsepower ASC LIMIT 1;
car_1,Find the model of the car whose weight is below the average weight.,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM cars WHERE weight < (SELECT AVG(weight) FROM cars);
car_1,What is the model for the car with a weight smaller than the average?,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM cars WHERE weight < (SELECT AVG(weight) FROM cars);
car_1,Find the name of the makers that produced some cars in the year of 1970?,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT m.name FROM makers m JOIN cars c ON m.id = c.maker_id WHERE c.year = 1970;
